Evidence,Property,Source,Genome Name,BRC ID,RefSeq Locus Tag,Alt Locus Tag,Source ID,Source Organism,Gene,Product,Function,Classification,PubMed,Subject Coverage,Query Coverage,Identity,E-value
"BLAT","Transporter","TCDB","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.2049","STM1922",,"P0AF06","Escherichia coli","motB","Flagellar motor rotation protein MotB","the h(+)- or na(+)-translocating bacterial flagellar motor/exbbd outer membrane transport energizer (mot/exb) superfamily.","1.A.30.1.1","15919996;16738553;1719217;2002011;2061285;2447650;3007435;6090403;7643400;9097040;9278503",100,100,90,"1e-160"
"BLAT","Transporter","TCDB","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.3695","STM3476",,"K6JRX1","Klebsiella oxytoca M5al","nirC","Nitrite transporter NirC","the formate-nitrite transporter (fnt) family.","1.A.16.3.4",,100,100,92,"1e-146"
"BLAT","Antibiotic Resistance","CARD","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.2440","STM2298",,"AAC75314.1","Escherichia coli str. K-12 substr. MG1655","PmrF","Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase (EC 2.4.2.53)",,"gene altering cell wall charge conferring antibiotic resistance,polymyxin resistance gene",,98,97,87,"1e-161"
"BLAT","Transporter","TCDB","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.3439","STM3226",,"P0AA63","Escherichia coli (strain K12)","yqjA","DedA family inner membrane protein YqjA","the deda or ydjx-z (deda) family.","9.B.27.2.2","15919996;16738553;9278503",100,100,95,"1e-122"
"BLAT","Drug Target","DrugBank","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.1147","STM1076",,"P0A733","Shigella flexneri","mgsA","Methylglyoxal synthase (EC 4.2.3.3)","Formic Acid;2-Phosphoglycolic Acid;Phosphoglycolohydroxamic Acid","Drug target",,100,100,94,"8e-81"
"BLAT","Virulence Factor","Victors","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.3058","STM2886",,"16766192","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","sicA","Chaperone protein SicA (Salmonella invasin chaperone)",,"","7608068",100,100,100,"4e-93"
"BLAT","Virulence Factor","PATRIC_VF","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.1508","STM1421",,"STM474_1427","Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74","ssaT","Type III secretion inner membrane protein (YscT,HrcT,SpaR,EscT,EpaR1,homologous to flagellar export components)",,"Virulence","17526851",100,100,100,"1e-146"
"BLAT","Transporter","TCDB","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.849","STM0814",,"P0AAW6","Escherichia coli O6","ybhQ","Inner membrane protein YbhQ","the 4 tms ybhq (ybhq) family.","9.B.15.1.1","12471157",100,100,84,"2e-62"
"BLAT","Transporter","TCDB","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.4309","STM4063",,"P0AG78","Escherichia coli","sbp","Sulfate-binding protein Sbp","the atp-binding cassette (abc) superfamily.","3.A.1.6.1","15919996;16738553;2002055;2188958;2188959;3158524;7665461;8346018;8774726;9205837;9278503;9298646",100,100,93,"1e-182"
"BLAT","Transporter","TCDB","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.3924","STM3692",,"P33231","Escherichia coli","lldP","L-lactate permease","the lactate permease (lctp) family.","2.A.14.1.1","11283302;11785976;15919996;16738553;8041620;8407843;9278503",100,100,94,"1e-306"
"BLAT","Drug Target","DrugBank","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.1672","STM1578",,"P11349","Escherichia coli (strain K12)","narH","Respiratory nitrate reductase beta chain (EC 1.7.99.4)","N-Formylmethionine;(1S)-2-{[{[(2S)-2,3-DIHYDROXYPROPYL]OXY}(HYDROXY)PHOSPHORYL]OXY}-1-[(PENTANOYLOXY)METHYL]ETHYL OCTANOATE","Drug target",,98,97,80,"1e-255"
"BLAT","Virulence Factor","PATRIC_VF","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.4920","PSLT037",,"PSLT037","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","spvD","hypothetical protein",,"Virulence","1378053",100,100,100,"1e-123"
"BLAT","Drug Target","DrugBank","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.2448","STM2306",,"P29208","Escherichia coli (strain K12)","menC","O-succinylbenzoate synthase (EC 4.2.1.113)","O-Succinylbenzoate;2-(3-CARBOXYPROPIONYL)-6-HYDROXY-CYCLOHEXA-2,4-DIENE CARBOXYLIC ACID","Drug target",,100,100,88,"1e-163"
"BLAT","Drug Target","TTD","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.3527","STM3307",,"TTDS00233",,"murA","UDP-N-acetylglucosamine 1-carboxyvinyltransferase (EC 2.5.1.7)",,"",,33,100,97,"1e-233"
"BLAT","Transporter","TCDB","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.1227","STM1154",,"P25744","Escherichia coli","yceE","Multidrug resistance protein MdtG","the major facilitator superfamily (mfs).","2.A.1.2.20","11566977;1537791;16738553;8905232;9278503",97,98,91,"1e-207"
"BLAT","Virulence Factor","VFDB","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.1491","STM1404",,"VFG000505","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","sseF","Type III secretion effector SseF",,"Secretion system,Type III secretion system",,100,100,100,"1e-144"
"BLAT","Virulence Factor","VFDB","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.1159","STM1088",,"VFG000589","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","pipB","Pentapeptide repeat family protein",,"",,100,100,100,"1e-170"
"BLAT","Transporter","TCDB","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.4636","STM4384",,"P69822","Escherichia coli","sgaB","PTS system, ascorbate-specific IIB component (EC 2.7.1.194)","the pts l-ascorbate (l-asc) family.","4.A.7.1.1","12374842;12644495;14996803;15919996;16738553;7610040;9278503",100,100,99,"5e-51"
"BLAT","Virulence Factor","PATRIC_VF","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.1618","STM1527",,"STM474_1538","Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74",,"UPF0187 protein YneE",,"Virulence","17526851",100,100,100,"1e-181"
"BLAT","Virulence Factor","PATRIC_VF","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.1488","STM1401",,"SL1344_1335","Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344","sseD","Secretion system effector SseD",,"Type III secretion,Virulence associated secretion systems","11159962;15661931",100,100,100,"1e-103"
"BLAT","Transporter","TCDB","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.626","STM0590",,"P23878","Escherichia coli","fepC","Ferric enterobactin transport ATP-binding protein FepC (TC 3.A.1.14.2)","the atp-binding cassette (abc) superfamily.","3.A.1.14.2","15919996;16738553;1787794;1838574;19815525;9278503",97,99,92,"1e-137"
"BLAT","Transporter","TCDB","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.3533","STM3313",,"P63386","Escherichia coli (strain K12)","yrbF","Phospholipid ABC transporter ATP-binding protein MlaF","the atp-binding cassette (abc) superfamily.","3.A.1.27.3","15919996;16738553;19383799;9205837;9278503",98,98,94,"1e-141"
"BLAT","Transporter","TCDB","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.786","STM0748",,"P0A855","Escherichia coli (strain K12)","tolB","Tol-Pal system beta propeller repeat protein TolB","the tonb-exbb-exbd/tola-tolq-tolr outer membrane receptor energizers and stabilizers (tonb/tola) family.","2.C.1.2.1","10404600;1574003;16352602;16738553;2068069;2687247;7567469;8905232;8978668;9278503",100,100,95,"1e-243"
"BLAT","Virulence Factor","VFDB","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.579","STM0544",,"VFG000444","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fimI","Fimbriae-like adhesin FimI",,"Adherence,Fimbrial",,100,100,100,"1e-98"
"BLAT","Transporter","TCDB","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.4090","STM3842",,"P25714","Escherichia coli","yidC","Inner membrane protein translocase and chaperone YidC, long form","the membrane protein insertase (yidc/alb3/oxa1) family.","2.A.9.3.1","10675323;10949305;11821429;12068816;12724529;12950181;14506280;16079137;16738553;2415431;7686882;9278503;9804807",100,100,95,"0.0"
"BLAT","Transporter","TCDB","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.2360","STM2221",,"P28246","Escherichia coli","bcr","Multidrug resistance transporter => Bicyclomycin resistance protein Bcr-1","the major facilitator superfamily (mfs).","2.A.1.2.7","15919996;16738553;2694948;8486276;9278503",100,100,93,"1e-214"
"BLAT","Virulence Factor","Victors","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.4390","STM4153",,"16767407","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","rpoB","DNA-directed RNA polymerase beta subunit (EC 2.7.7.6)",,"","15542179",100,100,100,"0.0"
"BLAT","Drug Target","DrugBank","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.2303","STM2168",,"P0AFI5","Escherichia coli (strain K12)","pbpG","Murein-DD-endopeptidase (EC 3.4.99.-)","Cefoxitin","Drug target",,97,96,94,"1e-159"
"BLAT","Transporter","TCDB","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.4265","STM4027",,"P0A8K8","Escherichia coli (strain K12)","rbn","Inner membrane protein YihY, formerly thought to be RNase BN","the putative lipid iv exporter (yhjd) family.","9.B.126.2.1","15764599;15919996;16738553;8346018;8955422;9278503",100,100,93,"1e-154"
"BLAT","Virulence Factor","PATRIC_VF","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.3179","STM2993",,"Z4136","Escherichia coli O157:H7 str. EDL933","recD","Exodeoxyribonuclease V alpha chain (EC 3.1.11.5)",,"Virulence","15731074",85,85,86,"1e-262"
"BLAT","Transporter","TCDB","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.862","STM0828",,"P10346","Escherichia coli","glnQ","Glutamine ABC transporter, ATP-binding protein GlnQ","the atp-binding cassette (abc) superfamily.","3.A.1.3.2","15919996;16079137;16738553;3027504;8831790;8905232;9278503;9298646;9571045",100,100,95,"1e-127"
"BLAT","Virulence Factor","VFDB","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.835","STM0800",,"VFG000469","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","slrP","Leucine-rich-repeat protein",,"Secretion system,Type III secretion system,Invasion",,100,100,100,"0.0"
"BLAT","Virulence Factor","PATRIC_VF","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.1835","STM1729",,"STM474_1746","Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74","yciF","Stress response diiron-containing protein YciF",,"Virulence","17526851",100,100,100,"5e-86"
"BLAT","Transporter","TCDB","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.861","STM0827",,"P75783","Escherichia coli (strain K12)","ybiO","Potassium efflux system KefA protein / Small-conductance mechanosensitive channel","the small conductance mechanosensitive ion channel (mscs) family.","1.A.23.3.2","16738553;8905232;9278503",93,93,87,"0.0"
"BLAT","Virulence Factor","Victors","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.70","STM0066",,"16128026","Escherichia coli str. K-12 substr. MG1655","carA","Carbamoyl-phosphate synthase small chain (EC 6.3.5.5)",,"","8063392",100,100,94,"1e-214"
"BLAT","Virulence Factor","PATRIC_VF","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.1450","STM1364",,"SL1344_1298","Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344","ydiK","UPF0118 inner membrane protein YdiK",,"Virulence","16518469",100,100,100,"1e-213"
"BLAT","Drug Target","TTD","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.4383","STM4146",,"TTDNC00628",,"tufB","Translation elongation factor Tu",,"",,100,100,99,"1e-230"
"BLAT","Virulence Factor","PATRIC_VF","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.1487","STM1400",,"SL1344_1334","Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344","sseC","Secretion system effector SseC",,"Type III secretion","11159962",100,100,100,"1e-276"
"BLAT","Virulence Factor","PATRIC_VF","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.4966","PSLT072",,"PSLT072","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","finP","X polypeptide",,"Virulence","16518469",100,100,100,"4e-88"
"BLAT","Drug Target","DrugBank","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.4837","STM4568",,"P07650","Escherichia coli (strain K12)","deoA","Thymidine phosphorylase (EC 2.4.2.4)","Thymine","Drug target",,100,100,95,"1e-239"
"BLAT","Transporter","TCDB","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.4712",,,"P36672","Escherichia coli",,"PTS system, trehalose-specific IIB component (EC 2.7.1.201) / PTS system, trehalose-specific IIC component","the pts glucose-glucoside (glc) family.","4.A.1.2.4","15919996;16738553;7608078;7610040;9278503",38,93,87,"1e-90"
"BLAT","Virulence Factor","VFDB","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.2101","STM1976",,"VFG002335","Yersinia enterocolitica subsp. enterocolitica 8081","fliM","Flagellar motor switch protein FliM",,"Secretion system,Invasion,Motility",,88,88,87,"1e-151"
"BLAT","Drug Target","DrugBank","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.3306","STM3106",,"P00805","Escherichia coli (strain K12)","ansB","L-asparaginase (EC 3.5.1.1)","Threonine-Aspartic Ester","Drug target",,100,100,92,"1e-185"
"BLAT","Drug Target","DrugBank","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.1536","STM1450",,"P77150","Escherichia coli (strain K12)","pdxY","Pyridoxal kinase (EC 2.7.1.35)","3-Sulfinoalanine","Drug target",,99,100,90,"1e-150"
"BLAT","Transporter","TCDB","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.1525","STM1439",,"P76187","Escherichia coli (strain K12)","ydhF","Oxidoreductase YdhF","the voltage-gated k(+) channel -subunit (kv) family.","8.A.5.1.7",,100,100,89,"1e-158"
"BLAT","Virulence Factor","VFDB","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.1496","STM1409",,"VFG000510","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","ssaJ","Type III secretion bridge between inner and outermembrane lipoprotein (YscJ,HrcJ,EscJ, PscJ)",,"Secretion system,Type III secretion system",,100,100,100,"1e-139"
"BLAT","Transporter","TCDB","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.3785","STM3561",,"P0A9S7","Escherichia coli","livG","Branched-chain amino acid ABC transporter, ATP-binding protein LivG (TC 3.A.1.4.1)","the atp-binding cassette (abc) superfamily.","3.A.1.4.1","15919996;16738553;2195019;2649682;2649683;3009409;328304;3891753;4077929;6990419;8041620;9278503;9298646",100,100,96,"1e-138"
"BLAT","Virulence Factor","PATRIC_VF","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.335","STM0313",,"SL1344_0309","Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344","dbh","DNA polymerase IV (EC 2.7.7.7)",,"Virulence","16518469",100,100,100,"1e-204"
"BLAT","Virulence Factor","Victors","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.4543","STM4293",,"16767543","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2 ","yjdB","Lipid A phosphoethanolamine transferase EptA/PmrC (EC 2.7.8.43)",,"","16518469",100,100,100,"0.0"
"BLAT","Transporter","TCDB","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.4005","STM3764",,"P22037","Salmonella typhimurium","mgtC","Mg(2+)-transport-ATPase-associated protein MgtC","the putative mg(2+) transporter-c (mgtc) family.","9.B.20.1.1","11677609;16855249;1824701;9311997;9673265;9922266",100,100,100,"1e-127"
"BLAT","Drug Target","DrugBank","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.4372","STM4125",,"P0ACQ4","Escherichia coli (strain K12)","oxyR","Hydrogen peroxide-inducible genes activator => OxyR","Benzoic Acid","Drug target",,100,100,95,"1e-168"
"BLAT","Drug Target","DrugBank","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.3656","STM3439",,"P60723","Escherichia coli (strain K12)","rplD","LSU ribosomal protein L4p (L1e)","Troleandomycin","Drug target",,100,100,100,"1e-107"
"BLAT","Transporter","TCDB","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.4174","STM3930",,"P27837","Escherichia coli (strain K12)","yifK","Probable transport protein YifK","the amino acid-polyamine-organocation (apc) family.","2.A.3.1.15","1379743;15919996;16397293;16738553;9278503",99,99,95,"1e-260"
"BLAT","Virulence Factor","Victors","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.3229","STM3036",,"16766338","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2 ","STM3036","probable lipoprotein YPO2292",,"","16518469",99,100,100,"1e-155"
"BLAT","Virulence Factor","VFDB","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.1484","STM1397",,"VFG000498","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","sseA","Secretion system effector SseA",,"Secretion system,Type III secretion system",,100,100,100,"1e-54"
"BLAT","Virulence Factor","PATRIC_VF","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.579","STM0544",,"STM14_0636","Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S","fimI","Fimbriae-like adhesin FimI",,"Biofilm","17074910",100,100,100,"1e-98"
"BLAT","Transporter","TCDB","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.390","STM0365",,"P75693","Escherichia coli","yahN","Uncharacterized membrane protein YahN","the resistance to homoserine/threonine (rhtb) family.","2.A.76.1.3","16738553;9278503",94,100,86,"1e-103"
"K-mer Search","Antibiotic Resistance","PATRIC","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.2414","STM2272",,,,"gyrA","DNA gyrase subunit A (EC 5.99.1.3)","DNA gyrase subunit A (EC 5.99.1.3)","antibiotic target in susceptible species","9293187",,,,
"BLAT","Drug Target","DrugBank","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.3689","STM3472",,"P0AFL3","Escherichia coli (strain K12)","ppiA","Peptidyl-prolyl cis-trans isomerase PpiA precursor (EC 5.2.1.8)","7-AMINO-4-METHYL-CHROMEN-2-ONE","Drug target",,100,100,95,"1e-101"
"BLAT","Virulence Factor","VFDB","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.3055","STM2883",,"VFG000544","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","sipD","Type III secretion host injection protein (YopB); Cell invasion protein SipD (Salmonella invasion protein D)",,"Secretion system,Type III secretion system,Invasion",,100,100,100,"1e-194"
"BLAT","Transporter","TCDB","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.2546","STM2399",,"P12681","Salmonella typhimurium","pgtP","Phosphoglycerate transporter protein PgtP","the major facilitator superfamily (mfs).","2.A.1.4.2","11677609;3042749",100,100,100,"1e-272"
"BLAT","Drug Target","DrugBank","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.1820","STM1714",,"P06612","Escherichia coli (strain K12)","topA","DNA topoisomerase I (EC 5.99.1.2)","Thymidine-5'-Phosphate;Adenosine-3'-5'-Diphosphate;Thymidine-3',5'-Diphosphate","Drug target",,100,100,96,"0.0"
"BLAT","Transporter","TCDB","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.1133","STM1063",,"P0AFL9","Escherichia coli (strain K12)","pqiA","Paraquat-inducible protein A","the intermembrane phospholipid translocase (impl-t) family.","9.A.69.1.1",,100,100,89,"1e-225"
"BLAT","Antibiotic Resistance","CARD","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.2988","STM2814",,"BAA16547.1","Escherichia coli str. K-12 substr. W3110","emrA","Multidrug efflux system EmrAB-OMF, membrane fusion component EmrA",,"efflux pump conferring antibiotic resistance",,100,100,89,"1e-199"
"BLAT","Virulence Factor","PATRIC_VF","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.3039","STM2867",,"SL1344_2847","Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344","hilC","Type III secretion transcriptional regulator HilC (= SirC)",,"Invasion,Virulence","10320584;11442828;12535071",100,100,100,"1e-169"
"BLAT","Drug Target","TTD","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.1876","STM1772",,"TTDR00022",,"kdsA","2-Keto-3-deoxy-D-manno-octulosonate-8-phosphate synthase (EC 2.5.1.55)",,"",,99,99,93,"1e-151"
"BLAT","Virulence Factor","PATRIC_VF","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.360","STM0338",,"STM474_0353","Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74","stbC","FIG031703: Fimbriae usher protein StbC",,"Virulence","17526851",100,100,99,"0.0"
"BLAT","Drug Target","DrugBank","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.2225","STM2095",,"P26393","Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)","rmlA","Glucose-1-phosphate thymidylyltransferase (EC 2.7.7.24)","Uridine diphosphate glucose;Thymidine-5'-Triphosphate","Drug target",,100,100,100,"1e-168"
"BLAT","Transporter","TCDB","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.2495","STM2351",,"P02915","Salmonella typhimurium","hisP","Histidine ABC transporter, ATP-binding protein HisP (TC 3.A.1.3.1)","the atp-binding cassette (abc) superfamily.","3.A.1.3.1","11677609;16738553;1733937;3040734;7050725;9205837;9278503;9298646;9872322",99,100,100,"1e-144"
"BLAT","Drug Target","DrugBank","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.2707","STM2555",,"P0A827","Shigella flexneri","glyA","Serine hydroxymethyltransferase (EC 2.1.2.1)","5-Formyl-6-Hydrofolic Acid;N-Pyridoxyl-Glycine-5-Monophosphate","Drug target",,100,100,93,"1e-232"
"BLAT","Antibiotic Resistance","CARD","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.509","STM0476",,"ABG77965.1","Enterobacter cloacae","acrA","Multidrug efflux system AcrAB-TolC, membrane fusion component AcrA",,"efflux pump conferring antibiotic resistance",,97,97,87,"1e-191"
"BLAT","Transporter","TCDB","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.4582","STM4328",,"Q8ZKC0","Salmonella typhimurium","yjeH","L-methionine and branched-chain amino acid export protein YjeH","the amino acid-polyamine-organocation (apc) family.","2.A.3.13.2","11677609",100,98,100,"1e-240"
"BLAT","Virulence Factor","PATRIC_VF","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.97","STM0092",,"SF0050","Shigella flexneri 2a str. 301","surA","Periplasmic chaperone and peptidyl-prolyl cis-trans isomerase of outer membrane proteins SurA (EC 5.2.1.8)",,"Chaperone","17526712",100,100,91,"1e-227"
"BLAT","Virulence Factor","VFDB","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.4396","STM4157",,"VFG004016","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","sseK1","Uncharacterized protein STM2137",,"",,100,98,100,"1e-201"
"BLAT","Transporter","TCDB","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.2341","STM2204",,"P20966","Escherichia coli","fruA","PTS system, inactive IIB catalytic domain / PTS system, fructose-specific IIB component (EC 2.7.1.202) / PTS system, fructose-specific IIC component","the pts fructose-mannitol (fru) family.","4.A.2.1.1","15919996;16738553;1981619;3076173;8013873;9097040;9278503",100,100,92,"1e-299"
"BLAT","Drug Target","DrugBank","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.482","STM0448",,"P0A6G7","Escherichia coli (strain K12)","clpP","ATP-dependent Clp protease proteolytic subunit ClpP (EC 3.4.21.92)","N~2~-[(BENZYLOXY)CARBONYL]-N-[(1S,2S)-2-HYDROXY-1-(4-HYDROXYBENZYL)PROPYL]-L-LEUCINAMIDE","Drug target",,100,85,99,"1e-113"
"BLAT","Drug Target","DrugBank","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.4634","STM4382",,"P39300","Escherichia coli (strain K12)","ulaG","L-ascorbate-6-phosphate lactonase UlaG","N-Formylmethionine","Drug target",,100,100,97,"1e-215"
"K-mer Search","Antibiotic Resistance","PATRIC","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.2261","STM2128",,,,"MdtABC-TolC","Multidrug efflux system MdtABC-TolC, inner-membrane proton/drug antiporter MdtC (RND type)","Multidrug efflux system MdtABC-TolC, inner-membrane proton/drug antiporter MdtC (RND type)","efflux pump conferring antibiotic resistance","12107134",,,,
"BLAT","Transporter","TCDB","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.2282","STM2148",,"P64534","Escherichia coli (strain K12)",,"Nickel/cobalt homeostasis protein RcnB","the nickel/cobalt transporter (nico) family.","2.A.113.1.1","15805538;15919996;16738553;16956381;17120142;9097040;9278503",97,99,81,"2e-46"
"K-mer Search","Antibiotic Resistance","PATRIC","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.375","STM0351",,,,"MexPQ-OpmE","Multidrug efflux system, inner membrane proton/drug antiporter (RND type) => MexQ of MexPQ-OpmE system","Multidrug efflux system, inner membrane proton/drug antiporter (RND type) => MexQ of MexPQ-OpmE system","efflux pump conferring antibiotic resistance","16301811",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.4593","STM4338",,,,"SugE","Small multidrug resistance (SMR) efflux transporter => SugE, quaternary ammonium compounds","Small multidrug resistance (SMR) efflux transporter => SugE, quaternary ammonium compounds","efflux pump conferring antibiotic resistance","11948170",,,,
"BLAT","Virulence Factor","Victors","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","fig|99287.836.peg.4567","STM4316",,"16767566","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","STM4316","hypothetical protein",,"","17526851",100,100,100,"6e-36"
